ReactionID,ReactionName,Subsystem,HFD_MeanFlux,HFD_StdFlux,HFD_N,HFD_Flux,SCD_MeanFlux,SCD_StdFlux,SCD_N,SCD_Flux,Diff(HFD-SCD),Ratio(HFD/SCD)
EX_ksii_core2_e,Keratan sulfate II (core 2-linked) exchange,Extracellular exchange,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
34DHPLACOX_NADP,34DHPLACOX LPAREN NADP RPAREN ,Tyrosine metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
34DHXMANDACOX,"3,4-Dihydroxymandelaldehyde:NAD+ oxidoreductase",Tyrosine metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
34DHXMANDACOX_NADP,"3,4-Dihydroxymandelaldehyde:NADP+ oxidoreductase",Tyrosine metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
10FTHF6GLUtm,"6-glutamyl-10FTHF transport, mitochondrial","Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
10FTHF7GLUtl,"7-glutamyl-10FTHF transport, lysosomal","Transport, Lysosomal",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
34HPLFM,3  4 hydroxyphenyl  lactate formation,Ubiquinone Biosynthesis,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
EX_ksii_core4_e,Keratan sulfate II (core 4-linked) exchange,Extracellular exchange,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
34HPPOR,4 Hydroxyphenylpyruvateoxygen oxidoreductase,Tyrosine metabolism,0.0,0.0,1,0.0,0.6932768857185558,0.0,1,0.6932768857185558,-0.6932768857185558,0.0
10FTHF7GLUtm,"7-glutamyl-10FTHF transport, mitochondrial","Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
10FTHFtl,10-Formyltetrahydrofolate lysosomal transport via diffusion,"Transport, Lysosomal",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
10FTHFtm,10-Formyltetrahydrofolate mitochondrial transport via diffusion,"Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
35CGMPtn,35cGMP nuclear transport,"Transport, Nuclear",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
11DOCRTSLtm,11-deoxycortisol intracellular transport,"Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3AIBTm,"L-3-aminoisobutyrate transaminase, mitochondrial","Valine, Leucine, and Isoleucine Metabolism",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
EX_lac__D_e,D-lactate exchange,Extracellular exchange,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3AIBt,3-amino-isobutyrate transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3AIBtm,"3-amino-isobutyrate transport, mitochondrial","Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
11DOCRTSLtr,11-deoxycortisol intracellular transport,"Transport, Endoplasmic Reticular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
11DOCRTSTRNtm,11-deoxycorticosterone intracellular transport,"Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
11DOCRTSTRNtr,11-deoxycorticosterone intracellular transport,"Transport, Endoplasmic Reticular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3DPHBH1,Hydroxylation of 3-Decaprenyl-4-hydroxybenzoate (NADH),Ubiquinone Biosynthesis,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3DPHBH2,Hydroxylation of 3-Decaprenyl-4-hydroxybenzoate (NADPH),Ubiquinone Biosynthesis,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
EX_lac__L_e,L-Lactate exchange,Extracellular exchange,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3DSPHR,3 Dehydrosphinganine reductase,Sphingolipid Metabolism,0.00034067755138318374,0.0,1,0.00034067755138318374,0.0003795446347620386,0.0,1,0.0003795446347620386,-3.8867083378854865e-05,0.8975954849136026
3HAO,3 hydroxyanthranilate 3 4 dioxygenase,Tryptophan metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3HBCDm,"3-hydroxybutyryl-CoA dehydratase, mitochondrial",Butanoate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3HBCOAHLm,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial","Valine, Leucine, and Isoleucine Metabolism",0.2994536978490301,0.0,1,0.2994536978490301,0.4119227382245528,0.0,1,0.4119227382245528,-0.11246904037552269,0.7269656905539916
13DAMPPOX,"1,3-Diaminopropane:oxygen oxidoreductase (deaminating)",beta-Alanine metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
1MNCAMti,N1-Methylnicotinamide transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
1PPDCRp,"Delta1-piperideine-2-carboxylate reductase, perixosomal",Lysine Metabolism,0.049594134542606576,0.0,1,0.049594134542606576,0.0552522102054836,0.0,1,0.0552522102054836,-0.005658075662877023,0.8975954872622802
1a_24_25VITD2Hm,"1-alpha-Vitamin D-24,25-hydroxylase (D2)",Vitamin D,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
1a_24_25VITD3Hm,"1-alpha-Vitamin D-24,25-hydroxylase (D3)",Vitamin D,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
1a_25VITD2Hm,"1-alpha,24R,25-Vitamin D-hydroxylase (D2)",Vitamin D,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3HCO3_NAt,Bicarbonate transport (Na/HCO3 1:3 cotransport),"Transport, Extracellular",0.03333333333333333,0.0,1,0.03333333333333333,0.0,0.0,1,0.0,0.03333333333333333,33333333333.333332
3HKYNAKGAT,3-Hydroxy-L-kynurenine:2-oxoglutarate aminotransferase,Tryptophan metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
1a_25VITD3Hm,"1-alpha,24R,25-Vitamin D-hydroxylase (D3)",Vitamin D,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
EX_lcts_e,Lactose exchange,Extracellular exchange,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
24_25DHVITD2t,"24,25-Dihydroxyvitamin D2 transport from cytoplasm","Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3HLYTCL,3-Hydroxy-L-tyrosine carboxy-lyase,Tyrosine metabolism,0.0,0.0,1,0.0,0.1,0.0,1,0.1,-0.1,0.0
24_25DHVITD2tm,"24,25-Dihydroxyvitamin D2 transport from mitochondria","Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
EX_leu__L_e,L-Leucine exchange,Extracellular exchange,-0.024017767372514452,0.0,1,-0.024017767372514452,-0.02675789675072372,0.0,1,-0.02675789675072372,0.002740129378209267,0.8975954872449851
24_25DHVITD3t,"24,25-Dihydroxyvitamin D3 transport from cytoplasm","Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
24_25DHVITD3tm,"24,25-Dihydroxyvitamin D3 transport from mitochondria","Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3HPCOAHYD,3-hydroxyisobutyryl-CoA hydrolase,beta-Alanine metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
EX_leuktrA4_e,Leukotriene A4 exchange,Extracellular exchange,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3HPPD,3-hydroxypropionate dehydrogenase,Propanoate Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3HXKYNDCL,3-Hydroxykynurenamine decarboxy-lyase,Tryptophan metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
24_25VITD2Hm,24R-Vitamin D-25-hydroxylase (D2),Vitamin D,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
24_25VITD3Hm,24R-Vitamin D-25-hydroxylase (D3),Vitamin D,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3HXKYNOXDA,3-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing),Tryptophan metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
EX_leuktrB4_e,Leukotriene B4 exchange,Extracellular exchange,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3M4HDXPAC,3-Methoxy-4-hydroxyphenylacetaldehyde:NAD+ oxidoreductase,Tyrosine metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3MLDAt,3MLDA extracellular transport via diffusion,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
24NPHte,Xenobiotic transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
EX_leuktrC4_e,Leukotriene C4 exchange,Extracellular exchange,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
25HVITD2t,25-hydroxyvitamin D2 transport from cytoplasm,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
25HVITD2tin,25-hydroxyvitamin D2 transport in cytoplasm,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3MOBt2im,3-methyl-2-oxobutanoate mitochondrial transport via proton symport,"Transport, Mitochondrial",0.49161563518150075,0.0,1,0.49161563518150075,0.5989530948964495,0.0,1,0.5989530948964495,-0.10733745971494879,0.820791543394017
3MOPt2im,3-Methyl-2-oxopentanoate mitochondrial transport via proton symport,"Transport, Mitochondrial",0.19216193733247064,0.0,1,0.19216193733247064,0.1870303566718968,0.0,1,0.1870303566718968,0.005131580660573842,1.027437153790754
3MOX4HOXPGALDOX,3-Methoxy-4-hydroxyphenylglycolaldehyde:NAD+ oxidoreductase,Tyrosine metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3MOX4HOXPGALDOX_NADP,3-Methoxy-4-hydroxyphenylglycolaldehyde:NADP+ oxidoreductase,Tyrosine metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3MOXTYROX,3-Methoxytyramine:oxygen oxidoreductase (deaminating),Tyrosine metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3NTD7l,"3'-nucleotidase (AMP), lysosome",Nucleic acid degradation,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
25HVITD2tin_m,25-hydroxyvitamin D2 transport in mitochondria,"Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
25HVITD2tm,25-hydroxyvitamin D2 transport from mitochondria,"Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
25HVITD3t,25-hydroxyvitamin D3 transport from cytoplasm,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
25HVITD3tin,25-hydroxyvitamin D3 transport in cytoplasm,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3SALAASPm,Cysteinesulfinate-aspartate mitochondrial shuttle,"Transport, Mitochondrial",-0.4309711851402463,0.0,1,-0.4309711851402463,-0.3650310706175517,0.0,1,-0.3650310706175517,-0.0659401145226946,1.1806424708175058
3SALACBOXL,3-Sulfino-L-alanine carboxy-lyase,Taurine and hypotaurine metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
25HVITD3tin_m,25-hydroxyvitamin D3 transport in mitochondria,"Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
EX_leuktrD4_e,Leukotriene D4 exchange,Extracellular exchange,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
25HVITD3tm,25-hydroxyvitamin D3 transport from mitochondria,"Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
25VITD2Hm,1-alpha-Vitamin D-25-hydroxylase (D2),Vitamin D,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
25VITD3Hm,1-alpha-Vitamin D-25-hydroxylase (D3),Vitamin D,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
2AMACHYD,2-Aminoacrylate hydrolysis,"Glycine, Serine, and Threonine Metabolism",0.24872908771605506,0.0,1,0.24872908771605506,0.1575500002792729,0.0,1,0.1575500002792729,0.09117908743678216,1.5787311156685464
2AMACSULT,2-Aminoacrylate sulfotransferase,Cysteine Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3SALAOX,Cysteinesulfinic acid oxidase,Taurine and hypotaurine metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3SALATAi,3-sulfino-alanine transaminase (irreversible),Cysteine Metabolism,0.36285403424093354,0.0,1,0.36285403424093354,0.5799103035906763,0.0,1,0.5799103035906763,-0.21705626934974276,0.6257071688390359
2AMADPTm,L-2-aminoadipate shuttle (cytosol/mitochondria),Lysine Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
EX_leuktrE4_e,Leukotriene E4 exchange,Extracellular exchange,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
2DR1PP,2-deoxy-D-ribose 1-phosphate phosphorylase,Pyrimidine Catabolism,0.0,0.0,1,0.0,0.09812599836586244,0.0,1,0.09812599836586244,-0.09812599836586244,0.0
3SALATAim,"3-sulfino-alanine transaminase (irreversible), mitochondrial",Cysteine Metabolism,0.4309711851402463,0.0,1,0.4309711851402463,0.3650310706175517,0.0,1,0.3650310706175517,0.0659401145226946,1.1806424708175058
3SPYRSP,3-sulfinopyruvate hydrolase (spotaneous reaction),Cysteine Metabolism,0.36285403424093354,0.0,1,0.36285403424093354,0.5799103035906763,0.0,1,0.5799103035906763,-0.21705626934974276,0.6257071688390359
EX_leuktrF4_e,Leukotriene F4 exchange,Extracellular exchange,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
3SPYRSPm,"3-sulfinopyruvate hydrolase (spotaneous reaction), mitochondrial",Cysteine Metabolism,0.4309711851402463,0.0,1,0.4309711851402463,0.3650310706175517,0.0,1,0.3650310706175517,0.0659401145226946,1.1806424708175058
EX_lgnc_e,Lignoceric acid exchange,Extracellular exchange,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
41R1H2MAE12BOOX,"4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",Tyrosine metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
41R2A1H12BOOX,"4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",Tyrosine metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
EX_limnen_e,Limonene exchange,Extracellular exchange,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
5AOPtm,5 Aminolevulinate mitochondrial transport,Heme Biosynthesis,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
EX_lipoate_e,Lipoate exchange,Extracellular exchange,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
42A12BOOX,"4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",Tyrosine metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
4ABUTtm,4 aminobutanoate mitochondrial transport via diffusion,"Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
4HBZCOAFm,4 hydroxybenzoyl CoA formation,Ubiquinone Biosynthesis,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
4HBZFm,4 hydroxybenzoate formation,Ubiquinone Biosynthesis,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
5DHFtl,"5-glutamyl-DHF transport, lysosomal","Transport, Lysosomal",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
5FTHFt2,5-formyltetrahydrofolate transport via anion exchange,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
EX_lneldc_e,Linoelaidic acid exchange,Extracellular exchange,0.0,0.0,1,0.0,0.044757474400626246,0.0,1,0.044757474400626246,-0.044757474400626246,0.0
5HLTDL,5-Hydroxy-L-tryptophan decarboxy-lyase,Tryptophan metabolism,0.0,0.0,1,0.0,0.35845994984511,0.0,1,0.35845994984511,-0.35845994984511,0.0
5HOMEPRAZOLEte,Xenobiotic transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
5HOXINDACTO2OX,5-Hydroxyindoleacetaldehyde:oxygen oxidoreductase,Tryptophan metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
4HDEBRISOQUINEte,Xenobiotic transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
4HGLSDm,L 4 hydroxyglutamate semialdehyde dehydrogenase  mitochondrial,Arginine and Proline Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
4HOXPACDOX_NADP,4HOXPACDOX LPAREN NADP RPAREN ,Tyrosine metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
4MOPt2im,4-methyl-2-oxopentanoate mitochondrial transport  via proton symport,"Transport, Mitochondrial",0.19216193733247064,0.0,1,0.19216193733247064,0.1870303566718968,0.0,1,0.1870303566718968,0.005131580660573842,1.027437153790754
5HOXINDACTOX,5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase,Tryptophan metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
EX_lnlc_e_copy1,Linoleic acid (all cis C18:2) exchange,Extracellular exchange,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
5HOXINDACTOXm,5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase (mito),Tryptophan metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
5HOXINOXDA,5-Hydroxytryptamine:oxygen oxidoreductase(deaminating)(flavin-containing),Tryptophan metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
4MPTNLte,4-methylpentanal transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
EX_lnlc_e_copy2,Linoleic acid (all cis C18:2) exchange,Extracellular exchange,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
4MPTNLtm,4-methylpentanal transport (mitochondria),"Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
5HTRPDOX,"5-Hydroxy-L-tryptophan:oxygen 2,3-dioxygenase (indole-decyclizing)",Tryptophan metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
5HTRPVESSEC,5-hydroxy-L-tryptophan secretion via secretory vesicle (ATP driven),"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
4MPTNLtr,4-methylpentanal transport (ER),"Transport, Endoplasmic Reticular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
4MTOLBUTAMIDEte,Xenobiotic transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
EX_lnlnca_e,Alpha-Linolenic acid exchange,Extracellular exchange,-0.08905364237727219,0.0,1,-0.08905364237727219,0.0,0.0,1,0.0,-0.08905364237727219,89053642377.27219
4NPHSFte,Xenobiotic transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
5HXKYNDCL,5-Hydroxykynurenamine decarboxy-lyase,Tryptophan metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
5HXKYNOXDA,5-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing),Tryptophan metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
5MTHFt2,5-methyltetrahydrofolate transport via anion exchange,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
4NPHte,Xenobiotic transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
4PYRDX,4-Pyridoxal secretion,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
5THFtl,"5-glutamyl-THF transport, lysosomal","Transport, Lysosomal",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
EX_lnlncg_e,Gamma-linolenic acid exchange,Extracellular exchange,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
5THFtm,"5-glutamyl-THF transport,m mitochondrial","Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
6DHFtl,"6-glutamyl-DHF transport, lysosomal","Transport, Lysosomal",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
6DHFtm,"6-glutamyl-DHF transport,m mitochondrial","Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
6HTSTSTERONEte,Hydroxylated testosterone transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
6HTSTSTERONEtr,Hydroxylated testosterone transport,"Transport, Endoplasmic Reticular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
5ADTSTSTERONEGLCte,Glucuronidated compound transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
5ADTSTSTERONEGLCtr,Glucuronidated compound transport,"Transport, Endoplasmic Reticular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
5ADTSTSTERONESULT,5alpha-Dihydrotestosterone sulfotransferase,Steroid Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
5ADTSTSTERONESte,Sulfonated testosterone transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
5ADTSTSTERONEte,5 alpha dihydrotesterone transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
5ADTSTSTERONEtr,5 alpha dihydrotesterone intracellular transport,"Transport, Endoplasmic Reticular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
6THFtl,"6-glutamyl-THF transport, lysosomal","Transport, Lysosomal",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
6THFtm,"6-glutamyl-THF transport,m mitochondrial","Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
7DHCHSTEROLtr,Cholesterol precursor intracellular transport,"Transport, Endoplasmic Reticular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
EX_lpchol_hs_e,Lysophosphatidylcholine (homo sapiens) exchange,Extracellular exchange,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
7DHFtl,"7-glutamyl-DHF transport, lysosomal","Transport, Lysosomal",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
7DHFtm,"7-glutamyl-DHF transport,m mitochondrial","Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
ACETONEt2m,Acetone mitochondrial transport via proton symport,"Transport, Mitochondrial",-0.3251686847213236,0.0,1,-0.3251686847213236,-0.6105381728634713,0.0,1,-0.6105381728634713,0.28536948814214774,0.5325935366100447
ACGAGBSIDEtg,Acgagbside hs intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
EX_lys__L_e,L-Lysine exchange,Extracellular exchange,-0.07386741007865841,0.0,1,-0.07386741007865841,-0.08229476543227884,0.0,1,-0.08229476543227884,0.008427355353620436,0.8975954872676198
ACGAGBSIDEtl,Acgagbside hs intracellular transport,"Transport, Lysosomal",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
7THFtl,"7-glutamyl-THF transport, lysosomal","Transport, Lysosomal",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
7THFtm,"7-glutamyl-THF transport,m mitochondrial","Transport, Mitochondrial",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
A4GALTc,Lactosylceramide 4-alpha-galactosyltransferase,Sphingolipid Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
EX_mag_hs_e,Monoacylglycerol 2 (homo sapiens) exchange,Extracellular exchange,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
A4GALTg,Lactosylceramide 4-alpha-galactosyltransferase,Sphingolipid Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
A4GNT1g,"Alpha 1,4-N-acetylglucosaminyltransferase, Golgi apparatus",O-Glycan Biosynthesis,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, Extracellular",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
ACGALK,N-acetylgalactosamine kinase,Aminosugar Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
ACGALK2,N-acetylgalactosamine kinase (ITP),Aminosugar Metabolism,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
A4GNT2g,"Alpha 1,4-N-acetylglucosaminyltransferase, Golgi apparatus",O-Glycan Biosynthesis,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
EX_malt_e,Maltose exchange,Extracellular exchange,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
AACOAT,Acetoacetyl-CoA:acetate CoA-transferase,Propanoate Metabolism,-0.024797067271303288,0.0,1,-0.024797067271303288,-0.0276261051027418,0.0,1,-0.0276261051027418,0.0028290378314385113,0.8975954872460348
ACGALtlg,N-acetyl-galactosamine intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
ACGALtly,N-acetyl-galactosamine lysosomal efflux,"Transport, Lysosomal",0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
