ReactionID,ReactionName,Subsystem,HFD_mean,WD_mean,MeanDiff,log2FC,t_statistic,p_value,Cohen_d,HFD_n,WD_n,q_value,Significant,Direction
34HPPOR,4 Hydroxyphenylpyruvateoxygen oxidoreductase,Tyrosine metabolism,0.005888015259935903,0.015435698327202615,-0.009547683067266713,-1.3904174227754982,-0.6510413252175415,0.5268394843682412,-0.3112718281822469,38,12,1.0,False,Down
HGNTOR,Homogentisateoxygen 1 2 oxidoreductase  decyclizing ,Tyrosine metabolism,0.005888015259935903,0.015435698327202615,-0.009547683067266713,-1.3904174227754982,-0.6510413252175415,0.5268394843682412,-0.3112718281822469,38,12,1.0,False,Down
MACACI,Maleylacetoacetate isomerase,Tyrosine metabolism,0.005888015259935903,0.015435698327202615,-0.009547683067266713,-1.3904174227754982,-0.6510413252175415,0.5268394843682412,-0.3112718281822469,38,12,1.0,False,Down
FUMAC,Fumarylacetoacetase,Tyrosine metabolism,0.005888015259935903,0.015435698327202615,-0.009547683067266713,-1.3904174227754982,-0.6510413252175415,0.5268394843682412,-0.3112718281822469,38,12,1.0,False,Down
EX_elaid_e,Elaidic acid exchange,Extracellular exchange,0.11675604232367798,0.045474710578983134,0.07128133174469484,1.3603608507768674,0.8933927465921386,0.3839651168596646,0.3102348899480796,38,12,1.0,False,Up
ELAIDt,Fatty acid transport via diffusion,"Transport, Extracellular",-0.11675604232367798,-0.045474710578983134,-0.07128133174469484,1.3603608546506127,-0.8933927465921386,0.3839651168596646,-0.3102348899480796,38,12,1.0,False,Down
FACOAL1813,Fatty-acid--CoA ligase,Fatty acid activation,-0.11675604232367798,-0.045474710578983134,-0.07128133174469484,1.3603608546506127,-0.8933927465921386,0.3839651168596646,-0.3102348899480796,38,12,1.0,False,Down
RTOT1,R total flux,R Group Synthesis,0.3185604165740007,0.39119289752079883,-0.07263248094679814,-0.2963131641920961,-0.9848275684852714,0.3362753231265454,-0.30829169681349067,38,12,1.0,False,Down
EX_pi_e,Phosphate exchange,Extracellular exchange,-0.03549645535318672,-0.03740814531210796,0.0019116899589212422,-0.0756774738853798,0.9995948335704783,0.32880842656624265,0.3064707108614355,38,12,1.0,False,Up
3HLYTCL,3-Hydroxy-L-tyrosine carboxy-lyase,Tyrosine metabolism,0.08784094499065176,0.030513260984406997,0.05732768400624476,1.5254572013197496,1.6328026656756267,0.11099320597753097,0.301690516866438,38,12,1.0,False,Up
DALAxt,D-Alanine transport to perixosome,D-alanine metabolism,0.06675942144718422,0.03185495350089231,0.03490446794629191,1.067453718128792,1.1041366004198117,0.27889110521394955,0.2968827560451838,38,12,1.0,False,Up
DALAOXx,D-Alanine Oxidase (x),D-alanine metabolism,0.06675942144718422,0.03185495350089231,0.03490446794629191,1.067453718128792,1.1041366004198117,0.27889110521394955,0.2968827560451838,38,12,1.0,False,Up
PYRt2p,Pyruvate peroxisomal transport via proton symport,D-alanine metabolism,-0.06675942144718422,-0.03185495350089231,-0.03490446794629191,1.0674537228646215,-1.1041366004198117,0.27889110521394955,-0.2968827560451838,38,12,1.0,False,Down
BDHm,"3-Hydroxybutanoate:NAD+ oxidoreductase, mitochondria",Butanoate Metabolism,-0.8876326819725638,-0.8642221631317736,-0.023410518840790262,0.03856055789727129,-0.78200265280579,0.4460973697405134,-0.29660016070886297,38,12,1.0,False,Down
BHBt,(R)-3-Hydroxybutanoate transport via H+ symport,"Transport, Extracellular",-0.8876326819725638,-0.8642221631317736,-0.023410518840790262,0.03856055789727129,-0.78200265280579,0.4460973697405134,-0.29660016070886297,38,12,1.0,False,Down
BHBtm,(R)-3-Hydroxybutanoate mitochondrial transport via H+ symport,"Transport, Mitochondrial",-0.8876326819725638,-0.8642221631317736,-0.023410518840790262,0.03856055789727129,-0.78200265280579,0.4460973697405134,-0.29660016070886297,38,12,1.0,False,Down
EX_bhb_e,(R)-3-Hydroxybutanoate transport via H+ symport,Extracellular exchange,0.8876326819725638,0.8642221631317736,0.023410518840790262,0.0385605578884659,0.78200265280579,0.4460973697405134,0.29660016070886297,38,12,1.0,False,Up
EX_hista_e,Histamine exchange,Extracellular exchange,0.017396246691398554,-0.0048558857765063,0.022252132467904855,,1.604753372578328,0.11705102197603302,0.29650789075358763,38,12,1.0,False,Up
HISTAtu,Histamine uniport,"Transport, Extracellular",-0.017396246691398554,0.0048558857765063,-0.022252132467904855,,-1.604753372578328,0.11705102197603302,-0.29650789075358763,38,12,1.0,False,Down
HISDC,Histidine decarboxylase,Histidine Metabolism,0.017396246691398554,-0.0048558857765063,0.022252132467904855,,1.604753372578328,0.11705102197603302,0.29650789075358763,38,12,1.0,False,Up
ARTFR207,R group artificial flux,R Group Synthesis,0.001371394221019329,0.00039690770505019997,0.0009744865159691291,1.7887676152779808,1.5990862544372115,0.11830719784823375,0.29546078577447543,38,12,1.0,False,Up
CSNt,Cytosine transport via facilated diffusion,"Transport, Extracellular",0.011735440006345495,0.003494376162455399,0.008241063843890097,1.7477650811138055,1.5964559024362102,0.11889397105454103,0.2949747795525328,38,12,1.0,False,Up
CSND,Cytosine deaminase,Pyrimidine Catabolism,0.011735440006345495,0.003494376162455399,0.008241063843890097,1.7477650811138055,1.5964559024362102,0.11889397105454103,0.2949747795525328,38,12,1.0,False,Up
EX_csn_e,Cytosine exchange,Extracellular exchange,-0.011735440006345495,-0.003494376162455399,-0.008241063843890097,1.7477651390992224,-1.5964559024362102,0.11889397105454103,-0.2949747795525328,38,12,1.0,False,Down
EX_leu__L_e,L-Leucine exchange,Extracellular exchange,-0.021939267333644742,-0.02486977005619713,0.0029305027225523875,-0.1808778219070291,1.5787917089446253,0.12280848928796614,0.292405452962977,38,12,1.0,False,Up
PYK,Pyruvate kinase,Glycolysis/Gluconeogenesis,0.9458849280616374,0.9653018296968984,-0.019416901635260997,-0.029315430782924458,-1.1683719552866598,0.25070687598104274,-0.2905576303319189,38,12,1.0,False,Down
FUMtm,"Fumarate transport, mitochondrial","Transport, Mitochondrial",0.04498454476150285,0.0002649957469247309,0.044719549014578114,7.407315866465374,1.4070159490075183,0.16586811899188708,0.29052098811719773,38,12,1.0,False,Up
PPM,Phosphopentomutase,Pentose Phosphate Pathway,-0.008850853647715245,-0.00934337182885796,0.0004925181811427145,-0.07812667638774877,0.8196446940686778,0.4239291118935986,0.2902991584747222,38,12,1.0,False,Up
THRGLNexR,L-threonine/glycine reversible exchange,"Transport, Extracellular",0.037176688551885995,-0.031380178915123,0.068556867467009,,0.9825510745982095,0.33601535504050883,0.2882466001178679,38,12,1.0,False,Up
WHHDCAte,Xenobiotic transport,"Transport, Extracellular",-0.07565436626276233,-0.0409249037678801,-0.03472946249488223,0.8864443248431977,-1.5582205131913769,0.12769444817556852,-0.2879100836242652,38,12,1.0,False,Down
EX_whhdca_e,Omega hydroxy hexadecanoate (n-C16:0) exchange,Extracellular exchange,0.07565436626276233,0.0409249037678801,0.03472946249488223,0.8864443216066576,1.5582205131913769,0.12769444817556852,0.2879100836242652,38,12,1.0,False,Up
FAH3,Fatty acid omega-hydroxylase,CYP Metabolism,0.07565436626276233,0.0409249037678801,0.03472946249488223,0.8864443216066576,1.5582205131913769,0.12769444817556852,0.2879100836242652,38,12,1.0,False,Up
RBK,Ribokinase,Pentose Phosphate Pathway,0.023414268496375023,0.0078253795634899,0.015588888932885124,1.581155318521963,1.5440789653976392,0.1310801001004147,0.28529717089888157,38,12,1.0,False,Up
EX_rib__D_e,D-Ribose exchange,Extracellular exchange,-0.023414268496375016,-0.0078253795634899,-0.015588888932885117,1.5811553430709555,-1.544078965397639,0.13108010010041485,-0.2852971708988815,38,12,1.0,False,Down
CLOXAtex2,Chloride transport via oxalate countertransport (2:1),"Transport, Extracellular",0.0062986932698041245,0.0053012624157876,0.0009974308540165247,0.24871659639835866,1.5436465116559765,0.13118476570749216,0.28521726706507133,38,12,1.0,False,Up
GULLACter,Gulonolactone endoplasmic reticular transport,"Transport, Endoplasmic Reticular",-0.003953293159291907,-0.0014042478090984,-0.002549045350193507,1.4932574574237483,-1.5194494542313315,0.1371493471597901,-0.28074641280047014,38,12,1.0,False,Down
GLNLASEer,"Gluconolactonase, endoplasmic reticulum",Ascorbate and Aldarate Metabolism,0.003953293159291907,0.0014042478090984,0.002549045350193507,1.4932573249349008,1.5194494542313315,0.1371493471597901,0.28074641280047014,38,12,1.0,False,Up
NADPtru,"NADP transporter, endoplasmic reticulum","Transport, Endoplasmic Reticular",0.015144359827162746,0.01375154866146737,0.0013928111656953766,0.13918649364007257,0.7031102741854617,0.4929999667092948,0.2781583789967158,38,12,1.0,False,Up
NADPHtru,"NADPH transporter, endoplasmic reticulum","Transport, Endoplasmic Reticular",0.015144359827162737,0.01375154866146737,0.001392811165695368,0.1391864936400717,0.7031102741854575,0.4929999667092976,0.27815837899671425,38,12,1.0,False,Up
EX_ura_e,Uracil exchange,Extracellular exchange,-0.016075285582029548,-0.022140400678244118,0.00606511509621457,-0.4618369658193315,1.496788444827032,0.14292572191557457,0.27659776250044715,38,12,1.0,False,Up
URAt,Uracil transport via facilated diffusion,"Transport, Extracellular",0.016075285582029548,0.022140400678244118,-0.00606511509621457,-0.4618369609023406,-1.496788444827032,0.14292572191557457,-0.27659776250044715,38,12,1.0,False,Down
G3PD1ir,Glycerol 3 phosphate dehydrogenase  NAD ,Glycerophospholipid Metabolism,-0.6941292444081268,-0.6395154160009223,-0.05461382840720452,0.11822517576543075,-0.7507801191970034,0.46362058563781416,-0.2740799874406137,38,12,1.0,False,Down
NKCC2t,Na+-K+-Cl- cotransport (NH4+),"Transport, Extracellular",-0.004181397503701248,-0.05188232972722245,0.047700932223521196,-3.6331861911060583,0.6157458298739906,0.5485606878681388,0.27365739285386903,38,12,1.0,False,Up
SERGLNexR,L-Serine/Glutamine reversible exchange,"Transport, Extracellular",-0.0015092143654458563,-0.029559361517629893,0.028050147152184037,-4.291745555590833,0.8727229682780627,0.39282106218323054,0.27057894273881916,38,12,1.0,False,Up
ASNtN1,"Asparagine transport (Na, H coupled)","Transport, Extracellular",0.002363603812737485,0.005143796731547634,-0.002780192918810149,-1.1218453682878993,-1.122436446519935,0.2686346234335895,-0.26713275096204325,38,12,1.0,False,Down
PROSTGE2t,Prostaglandin transport via bicarbonate countertransport,"Transport, Extracellular",-0.036503551357359214,-0.04260222026875749,0.006098668911398278,-0.22289179312855464,1.4267905084229284,0.1620249741013832,0.26362595737686917,38,12,1.0,False,Up
PROSTGE2t2,Prostaglandin uniport,"Transport, Extracellular",0.036503551357359214,0.04260222026875749,-0.006098668911398278,-0.22289179199700845,-1.4267905084229284,0.1620249741013832,-0.26362595737686917,38,12,1.0,False,Down
GULNter,L-gulonate endoplasmic reticular export,"Transport, Endoplasmic Reticular",-0.003811977362711318,-0.0014157762030299998,-0.0023962011596813182,1.4289463846228634,-1.4061224385238362,0.1680308438450943,-0.25980714888177847,38,12,1.0,False,Down
R03184_PLUS_R00647,R03184 PLUS R00647,,0.003811977362711318,0.0014157762030299998,0.0023962011596813182,1.4289462565129056,1.4061224385238362,0.1680308438450943,0.25980714888177847,38,12,1.0,False,Up
GULN3D,L-gulonate 3-dehydrogenase,Pentose and Glucuronate Interconversions,-0.003811977362711318,-0.0014157762030299998,-0.0023962011596813182,1.4289463846228634,-1.4061224385238362,0.1680308438450943,-0.25980714888177847,38,12,1.0,False,Down
DGULND,Dehydro-L-gulonate decarboxylase,Pentose and Glucuronate Interconversions,-0.003811977362711318,-0.0014157762030299998,-0.0023962011596813182,1.4289463846228634,-1.4061224385238362,0.1680308438450943,-0.25980714888177847,38,12,1.0,False,Down
UMPK4,UMP kinase (GTP),Nucleotides,0.05790021635386663,0.10285723824660485,-0.04495702189273822,-0.8290026771503536,-0.9373471559649128,0.3570789266394485,-0.25882324718210487,38,12,1.0,False,Down
XYLTD_D,Xylitol dehydrogenase  D xyulose forming ,Pentose and Glucuronate Interconversions,-0.004379581362384161,-0.0019910723064670995,-0.002388509055917062,1.137247396907878,-1.3994901751239466,0.1699945457884722,-0.2585817154505567,38,12,1.0,False,Down
APAT2rm,3-Aminopropanoate:2-oxoglutarate aminotransferase (m),beta-Alanine metabolism,0.03151221682934665,0.022054409977752296,0.009457806851594353,0.5148440825497815,1.3922616999470343,0.1721551181135805,0.2572461208572097,38,12,1.0,False,Up
MMSAD3m,Methylmalonate-semialdehyde dehydrogenase (acylating),Propanoate Metabolism,0.03151221682934665,0.022054409977752296,0.009457806851594353,0.5148440825497815,1.3922616999470343,0.1721551181135805,0.2572461208572097,38,12,1.0,False,Up
BALAtmr,"Beta-alanine transport, mitochondria","Transport, Mitochondrial",0.03151221682934665,0.022054409977752296,0.009457806851594353,0.5148440825497815,1.3922616999470343,0.1721551181135805,0.2572461208572097,38,12,1.0,False,Up
PSSA1_hs,Phosphatidylserine synthase homo sapiens,Glycerophospholipid Metabolism,0.0015998307610563896,0.0019530159140250414,-0.00035318515296865185,-0.28778439174677833,-1.3913921720281854,0.17240425269197554,-0.2571717192851366,38,12,1.0,False,Down
DM_dctp_m,DCTP demand,Intracellular demand,0.0008419005069067106,0.0009684098973570752,-0.00012650939045036455,-0.20196805137259372,-1.09188936055377,0.28148836889515205,-0.25697743746891816,38,12,1.0,False,Down
NDPK7m,"ATP:dCDP phosphotransferase, mitochondria",Nucleotides,0.0008419005069067106,0.0009684098973570752,-0.00012650939045036455,-0.20196805137259372,-1.09188936055377,0.28148836889515205,-0.25697743746891816,38,12,1.0,False,Down
NAt,Sodium transport (uniport),"Transport, Extracellular",-0.14980154511807584,-0.24715371198265365,0.09735216686457782,-0.7223560702904988,0.820706913322108,0.4212687552931903,0.25607126755040766,38,12,1.0,False,Up
NRPPHRtu,Norepinephrine uniport,"Transport, Extracellular",-0.07929307408860047,-0.013025128522833933,-0.06626794556576654,2.6058972593613774,-0.6158380079287984,0.5479140368200767,-0.25600843189358313,38,12,1.0,False,Down
DHCR241r,24-dehydrocholesterol reductase [Precursor],Cholesterol Metabolism,0.0003290238387831025,0.000411402883988,-8.237904520489749e-05,-0.3223597041646481,-1.3723782591261804,0.17820855731651775,-0.2535722871083871,38,12,1.0,False,Down
DHCR72r,7-dehydrocholesterol reductase,Cholesterol Metabolism,0.0003290238387831025,0.000411402883988,-8.237904520489749e-05,-0.3223597041646481,-1.3723782591261804,0.17820855731651775,-0.2535722871083871,38,12,1.0,False,Down
LSTO2r,Lathosterol oxidase,Cholesterol Metabolism,0.0003290238387831025,0.000411402883988,-8.237904520489749e-05,-0.3223597041646481,-1.3723782591261804,0.17820855731651775,-0.2535722871083871,38,12,1.0,False,Down
EBP2r,"3-beta-hydroxysteroid-delta(8),delta(7)-isomerase",Cholesterol Metabolism,0.0003290238387831025,0.000411402883988,-8.237904520489749e-05,-0.3223597041646481,-1.3723782591261804,0.17820855731651775,-0.2535722871083871,38,12,1.0,False,Down
NAt5,Sodium/ammonium proton antiporter,"Transport, Extracellular",-0.7125962637319724,-0.7813158220090758,0.06871955827710341,-0.1328209105637043,0.7773101668468027,0.4465284270632204,0.2528657236048192,38,12,1.0,False,Up
CYStec,L-cysteine transport via diffusion (extracellular to cytosol),"Transport, Extracellular",0.4545417196438793,0.5503035984056585,-0.09576187876177916,-0.27581504557226466,-0.7117328403481669,0.4864587116774234,-0.25271025432135824,38,12,1.0,False,Down
TYRDOPO3,Tyrosine:dopa oxidase (dopaquinone producing 2),Tyrosine metabolism,-0.003928428712514884,-0.006008179370444701,0.0020797506579298165,-0.6129755162787619,1.3639175260634313,0.18083388462920844,0.2520090100606285,38,12,1.0,False,Up
DOPACHRMISO,L-dopachrome isomerase 1,Tyrosine metabolism,-0.003928428712514884,-0.006008179370444701,0.0020797506579298165,-0.6129755162787619,1.3639175260634313,0.18083388462920844,0.2520090100606285,38,12,1.0,False,Up
DCT,Dopachrome tautomerase,Tyrosine metabolism,-0.007856857425029774,-0.012016358740889401,0.004159501315859628,-0.6129755099226121,1.3639175260634266,0.18083388462920996,0.2520090100606276,38,12,1.0,False,Up
DOPAQNISO1,Dopaquinone isomerase 1,Tyrosine metabolism,-0.007856857425029774,-0.012016358740889401,0.004159501315859628,-0.6129755099226121,1.3639175260634266,0.18083388462920996,0.2520090100606276,38,12,1.0,False,Up
TYRASE,TYRASE,Tyrosine metabolism,-0.007856857425029774,-0.012016358740889401,0.004159501315859628,-0.6129755099226121,1.3639175260634266,0.18083388462920996,0.2520090100606276,38,12,1.0,False,Up
DM_melanin_c,"Demand for Melanin, Cytosolic",Intracellular demand,-0.007856857425029774,-0.012016358740889401,0.004159501315859628,-0.6129755099226121,1.3639175260634266,0.18083388462920996,0.2520090100606276,38,12,1.0,False,Up
EX_hdca_e,Hexadecanoate (n-C16:0) exchange,Extracellular exchange,-0.0933614530318041,-0.06334033930437842,-0.030021113727425677,0.5597024196690051,-1.3635759276738266,0.18094050564580538,-0.2519458934349106,38,12,1.0,False,Down
XYLUR,Xylulose reductase,Pentose and Glucuronate Interconversions,-0.0074164493643190605,-0.0050690955923725,-0.0023473537719465604,0.5490002984865296,-1.3427488217076644,0.18753332651643165,-0.24809770008255372,38,12,1.0,False,Down
CYTK9,"Cytidylate kinase (CMP,dCTP)",Nucleotides,0.008608453411674872,-0.017852251775128346,0.02646070518680322,,1.338657106548967,0.18882254167921145,0.2475322726927313,38,12,1.0,False,Up
CYTK7,"Cytidylate kinase (CMP,UTP)",Nucleotides,-0.04652888047520286,-0.015468949939881543,-0.031059930535321315,1.5887512138787134,-1.3365909418296287,0.18951307359960545,-0.24699088027147983,38,12,1.0,False,Down
C3STDH1Pr,C-3 sterol dehydrogenase (4-methylzymosterol),Cholesterol Metabolism,1.5006413719096687e-05,2.8894751255934308e-05,-1.388833753683762e-05,-0.9452235911851814,-1.3335650412844677,0.19049846141172494,-0.24640082665081198,38,12,1.0,False,Down
GTHOr,Glutathione oxidoreductase,Glutamate metabolism,0.11383562835782905,0.1613064197600574,-0.04747079140222836,-0.5028516923556632,-0.85379282462681,0.40147383057367514,-0.2433746446847965,38,12,1.0,False,Down
SO4OXAtex2,Sulfate transport via oxalate countertransport (2:1),"Transport, Extracellular",0.03261686750459294,0.05267190799697539,-0.02005504049238245,-0.6914154856736155,-0.7632074630786203,0.45437690601215874,-0.24322158935121566,38,12,1.0,False,Down
CYTK3,Cytidylate kinase (CMP)(GTP),Nucleotides,0.014090096471628668,-0.001200466699904375,0.015290563171533043,,1.3131373485209574,0.19721086528989182,0.24270662094479536,38,12,1.0,False,Up
ASNt4,L-asparagine transport in via sodium symport,"Transport, Extracellular",0.13120072705693786,0.11172929842760009,0.019471428629337775,0.23176816568970898,1.3033881245329362,0.20030784238124338,0.24214537514002774,38,12,1.0,False,Up
ASP1DC,Aspartate 1-decarboxylase,beta-Alanine metabolism,0.012471658444299172,0.005034449067838701,0.0074372093764604715,1.3087474918495605,1.3096214722152248,0.19839788793504234,0.24197680905212798,38,12,1.0,False,Up
ALAGLNexR,L-alanine/glutamine reversible exchange,"Transport, Extracellular",-0.019043472610578416,0.022990885503681547,-0.04203435811425996,,-1.2906158036935191,0.20477272393873855,-0.23895452633598438,38,12,1.0,False,Down
GTHPi,Glutathione peridoxase,Glutathione Metabolism,0.11515559332417244,0.16119873840753995,-0.046043145083367515,-0.4852559653137421,-0.8276568278631172,0.4158245402762588,-0.23574439504185715,38,12,1.0,False,Down
HCO3_CLt,Bicarbonate transport (Cl-/HCO3- exchange),"Transport, Extracellular",-0.10469124969048858,-0.0728384461364524,-0.03185280355403618,0.5233688137749283,-1.267096236118033,0.21303857554465677,-0.2341194845096545,38,12,1.0,False,Down
GLYt7_311_r,GLYt7 LPAREN 311 RPAREN r,"Transport, Extracellular",-0.018042782284454686,-0.001568302688413416,-0.01647447959604127,3.524145973211774,-0.9969477546579455,0.3246121440000528,-0.23073046054893218,38,12,1.0,False,Down
PHETHPTOX2,"L-Phenylalanine,tetrahydrobiopterin:oxygen oxidoreductase (4-hydroxylating)","Tyr, Phe, Trp Biosynthesis",0.0904846030738108,0.04671852918255217,0.04376607389125863,0.9536774662991879,1.1849023646359134,0.24248356433527352,0.2289703421145386,38,12,1.0,False,Up
PHEt4,L-phenylalanine transport in via sodium symport,"Transport, Extracellular",0.10464132208470474,0.061824034625380934,0.042817287459323804,0.7592129603556955,1.1581906032909093,0.25310152886951387,0.22378846236551897,38,12,1.0,False,Up
EX_phe__L_e,L-Phenylalanine exchange,Extracellular exchange,-0.10464132208470474,-0.061824034625380934,-0.042817287459323804,0.7592129622653867,-1.1581906032909093,0.25310152886951387,-0.22378846236551897,38,12,1.0,False,Down
EX_h2o_e,H2O exchange,Extracellular exchange,0.022114487327781464,-0.0907192776717154,0.11283376499949688,,0.6934082266477805,0.4961439439622297,0.2209928535405925,38,12,1.0,False,Up
SPODMe,"Superoxide dismutase, extracellular",ROS Detoxification,0.019370115992917214,0.0151695703583121,0.004200545634605113,0.3526523658221686,1.1951615544407863,0.2396284700147431,0.22082822050571485,38,12,1.0,False,Up
DGAT,Diacylglycerol acyltransferase,Triacylglycerol Synthesis,0.029625810512125726,0.0002106668572717,0.029415143654854026,7.135746771082608,1.1929746934841445,0.24047340794488456,0.2204241574635644,38,12,1.0,False,Up
ARTCOAL3,R group coenzyme a ligase,R Group Synthesis,0.029625810512125726,0.0002106668572717,0.029415143654854026,7.135746771082608,1.1929746934841445,0.24047340794488456,0.2204241574635644,38,12,1.0,False,Up
LPS,Lipase,Triacylglycerol Synthesis,0.029625810512125726,0.0002106668572717,0.029415143654854026,7.135746771082608,1.1929746934841445,0.24047340794488456,0.2204241574635644,38,12,1.0,False,Up
EX_glyc_e,Glycerol exchange,Extracellular exchange,-0.7147750924694343,-0.6716152747615144,-0.04315981770791988,0.08985431982879614,-0.5950110226879646,0.5601931724753147,-0.21899053853589545,38,12,1.0,False,Down
GLYK,Glycerol kinase,Glycerophospholipid Metabolism,0.7147750924694343,0.6716152747615144,0.04315981770791988,0.08985431980285478,0.5950110226879646,0.5601931724753147,0.21899053853589545,38,12,1.0,False,Up
GLYCt,Glycerol transport via channel,"Transport, Extracellular",-0.7147750924694343,-0.6716152747615144,-0.04315981770791988,0.08985431982879614,-0.5950110226879646,0.5601931724753147,-0.21899053853589545,38,12,1.0,False,Down
P5CRm,"Pyrroline-5-carboxylate reductase, mitochondria",Arginine and Proline Metabolism,0.032357140004684315,0.03667473021244382,-0.004317590207759507,-0.18070225670407586,-0.8637791582527299,0.3938776543758492,-0.21717738944618914,38,12,1.0,False,Down
L_LACt4r,L-lactate reversible transport via sodium symport,"Transport, Extracellular",-0.006454101482002776,-0.0502323716073376,0.04377827012533483,-2.9603292421275085,1.1654667951309212,0.2512886791616445,0.21534156405129837,38,12,1.0,False,Up
L_LACt2r,L lactate reversible transport via proton symport,"Transport, Extracellular",0.006454101482002776,0.0502323716073376,-0.04377827012533483,-2.960329203165292,-1.1654667951309212,0.2512886791616445,-0.21534156405129837,38,12,1.0,False,Down
DASCBR,Dehydroascorbate reductase,Ascorbate and Aldarate Metabolism,0.027219633138582725,-0.007536694089930001,0.034756327228512726,,1.1633484894639776,0.25213596088296897,0.21495016786792862,38,12,1.0,False,Up
TKT2,Transketolase,Pentose Phosphate Pathway,0.0010296290136949215,-0.0029468120098357247,0.003976441023530646,,1.161105589432873,0.25303506851937174,0.2145375089431565,38,12,1.0,False,Up
TKT1,Transketolase,Pentose Phosphate Pathway,0.0010296290136949215,-0.0029468120098357247,0.003976441023530646,,1.161105589432873,0.25303506851937174,0.2145375089431565,38,12,1.0,False,Up
TALA,Transaldolase,Pentose Phosphate Pathway,0.0010296290136949215,-0.0029468120098357247,0.003976441023530646,,1.161105589432873,0.25303506851937174,0.2145375089431565,38,12,1.0,False,Up
FATP5t,Fatty acid electroneutral transport,"Transport, Extracellular",-0.034070048674567394,-0.06995076489976701,0.035880716225199616,-1.0378358267156491,1.155665053405957,0.2552265810720276,0.21353051083013508,38,12,1.0,False,Up
ARACHDt2,Fatty acid transport via diffusion,"Transport, Extracellular",-0.034070048674567394,-0.06995076489976701,0.035880716225199616,-1.0378358267156491,1.155665053405957,0.2552265810720276,0.21353051083013508,38,12,1.0,False,Up
PRPPS,Phosphoribosylpyrophosphate synthetase,Pentose Phosphate Pathway,0.0030045498227929237,0.003340745170811508,-0.0003361953480185845,-0.15302108900559921,-0.5541202809846636,0.5875956082882061,-0.21305828729973583,38,12,1.0,False,Down
DOPABMO,Dopamine beta-monooxygenase,Tyrosine metabolism,0.04001318022777655,0.0030515563498396,0.03696162387793695,3.712858117775078,1.1329577760431184,0.26452041896650985,0.20933492100888146,38,12,1.0,False,Up
EX_nrpphr_e,Norepinephrine exchange,Extracellular exchange,0.04001318022777655,0.0030515563498396,0.03696162387793695,3.712858117775078,1.1329577760431184,0.26452041896650985,0.20933492100888146,38,12,1.0,False,Up
ASNTHRNaEx,L-threonine/L-asparagine Na-dependent exchange (Asn-L in),"Transport, Extracellular",-0.0003430984460436,-0.0006171101564630001,0.0002740117104194001,-0.846905633834488,1.1325736097085217,0.26467971709503396,0.20926393916736233,38,12,1.0,False,Up
DHPR,"6,7-dihydropteridine reductase",Tetrahydrobiopterin,0.062316216000730486,0.022315192173321747,0.040001023827408735,1.481581396991456,1.0222998789071336,0.31178725048100836,0.2088295293975707,38,12,1.0,False,Up
DNDPt25m,DTDP transport via dCDP antiport,"Transport, Mitochondrial",0.0002232222639966369,0.0004588242202738084,-0.0002356019562771715,-1.0394602905350012,-0.38972245200323535,0.7037746288256161,-0.20830483766944258,38,12,1.0,False,Down
THRALANaEx,L-alanine/L-threonine Na-dependent exchange (Thr-L in),"Transport, Extracellular",0.008196752109948767,-0.001963639801728092,0.010160391911676859,,1.0935777673746094,0.28080465105225894,0.20494620200766164,38,12,1.0,False,Up
ASCBt,L-ascorbate transport via facilitated diffusion,"Transport, Extracellular",0.031022466425414934,0.020470309089929802,0.010552157335485132,0.599780502878381,1.1071393978957367,0.2753797099522922,0.2045644977289111,38,12,1.0,False,Up
GND,Phosphogluconate dehydrogenase,Pentose Phosphate Pathway,-0.00456698472748932,-0.0035564630756488008,-0.0010105216518405194,0.3607987890738199,-1.0995113609760176,0.2786478901333225,-0.20315507670739777,38,12,1.0,False,Down
G6PDH2r,Glucose 6-phosphate dehydrogenase,Pentose Phosphate Pathway,-0.00456698472748932,-0.0035564630756488008,-0.0010105216518405194,0.3607987890738199,-1.0995113609760176,0.2786478901333225,-0.20315507670739777,38,12,1.0,False,Down
PGL,6-phosphogluconolactonase,Pentose Phosphate Pathway,-0.00456698472748932,-0.0035564630756488008,-0.0010105216518405194,0.3607987890738199,-1.0995113609760176,0.2786478901333225,-0.20315507670739777,38,12,1.0,False,Down
CYSGLUexR,L-cysteine/L-glutamine reversible exchanger,"Transport, Extracellular",-0.048123587072577356,-0.0017916548842979083,-0.04633193218827945,4.747379589145814,-1.0936250763116513,0.2811828377327748,-0.20210469946858403,38,12,1.0,False,Down
H2Ot,H2O transport via diffusion,"Transport, Extracellular",-0.033053164841712786,0.06813912383894226,-0.10119228868065505,,-0.6250896587667965,0.5392096723993844,-0.20129608768378102,38,12,1.0,False,Down
SPODM,Superoxide dismutase,ROS Detoxification,0.011547307835054369,0.0554329006389599,-0.043885592803905527,-2.2631859539286925,-0.4900277723832174,0.6315789479180025,-0.19953934483368563,38,12,1.0,False,Down
ARTPLM2,R group to palmitate conversion,R Group Synthesis,-0.005069827843236921,-0.007078665456854985,0.0020088376136180638,-0.4815406439569949,1.0586054324200946,0.2966390830800464,0.1956154087109241,38,12,1.0,False,Up
H2CO3Dm,Carboxylic acid dissociation,Miscellaneous,-0.01588533669846504,-0.013920626061557301,-0.001964710636907738,0.19047157444613252,-1.0426396937553382,0.30388009922480386,-0.19264698345182768,38,12,1.0,False,Down
